,filename,date,strain,plasmid,backbone,iptg_concentration,median
1253,Huseyin2019-10-02.0106.fcs,2019-10-02,KT 2440,BM3R1-B3,pSeva231,40,31.642011642456055
1254,Huseyin2019-10-02.0107.fcs,2019-10-02,KT 2440,BM3R1-B3,pSeva231,70,33.32293701171875
1255,Huseyin2019-10-02.0108.fcs,2019-10-02,KT 2440,BM3R1-B3,pSeva231,100,30.79074478149414
1256,Huseyin2019-10-02.0109.fcs,2019-10-02,KT 2440,BM3R1-B3,pSeva231,200,31.30476951599121
1257,Huseyin2019-10-02.0110.fcs,2019-10-02,KT 2440,BM3R1-B3,pSeva231,500,29.112585067749023
1258,Huseyin2019-10-02.0111.fcs,2019-10-02,KT 2440,BM3R1-B3,pSeva231,1000,30.150497436523438
1259,Huseyin2019-10-02.0112.fcs,2019-10-02,KT 2440,BM3R1-B3,pSeva231,2000,26.619853973388672
1260,Huseyin2019-10-02.0113.fcs,2019-10-02,KT 2440,HIyIIR-H1,pSeva231,0,0.9122157692909241
1261,Huseyin2019-10-02.0114.fcs,2019-10-02,KT 2440,HIyIIR-H1,pSeva231,5,0.8883605003356934
1262,Huseyin2019-10-02.0115.fcs,2019-10-02,KT 2440,HIyIIR-H1,pSeva231,10,0.8693269491195679
1263,Huseyin2019-10-02.0116.fcs,2019-10-02,KT 2440,HIyIIR-H1,pSeva231,20,0.8719810843467712
1264,Huseyin2019-10-02.0117.fcs,2019-10-02,KT 2440,HIyIIR-H1,pSeva231,30,0.8880372047424316
1265,Huseyin2019-10-02.0118.fcs,2019-10-02,KT 2440,HIyIIR-H1,pSeva231,40,0.8953530788421631
1266,Huseyin2019-10-02.0119.fcs,2019-10-02,KT 2440,HIyIIR-H1,pSeva231,70,0.8373250365257263
1267,Huseyin2019-10-02.0120.fcs,2019-10-02,KT 2440,HIyIIR-H1,pSeva231,100,0.8806326389312744
1268,Huseyin2019-10-02.0121.fcs,2019-10-02,KT 2440,HIyIIR-H1,pSeva231,200,0.8460898399353027
1269,Huseyin2019-10-02.0122.fcs,2019-10-02,KT 2440,HIyIIR-H1,pSeva231,500,0.8888822197914124
1270,Huseyin2019-10-02.0123.fcs,2019-10-02,KT 2440,HIyIIR-H1,pSeva231,1000,0.8964726328849792
1271,Huseyin2019-10-02.0124.fcs,2019-10-02,KT 2440,HIyIIR-H1,pSeva231,2000,0.9713191390037537
1272,Huseyin2019-10-02.0125.fcs,2019-10-02,KT 2440,lcaRA-I1,pSeva231,0,85.63578796386719
1273,Huseyin2019-10-02.0126.fcs,2019-10-02,KT 2440,lcaRA-I1,pSeva231,5,70.76945495605469
1274,Huseyin2019-10-02.0127.fcs,2019-10-02,KT 2440,lcaRA-I1,pSeva231,10,64.90975952148438
1275,Huseyin2019-10-02.0128.fcs,2019-10-02,KT 2440,lcaRA-I1,pSeva231,20,67.52723693847656
1276,Huseyin2019-10-02.0129.fcs,2019-10-02,KT 2440,lcaRA-I1,pSeva231,30,63.62741470336914
1277,Huseyin2019-10-02.0130.fcs,2019-10-02,KT 2440,lcaRA-I1,pSeva231,40,63.54583740234375
1278,Huseyin2019-10-02.0131.fcs,2019-10-02,KT 2440,lcaRA-I1,pSeva231,70,61.41603088378906
1279,Huseyin2019-10-02.0132.fcs,2019-10-02,KT 2440,lcaRA-I1,pSeva231,100,60.743247985839844
1280,Huseyin2019-10-02.0133.fcs,2019-10-02,KT 2440,lcaRA-I1,pSeva231,200,52.17367172241211
1281,Huseyin2019-10-02.0134.fcs,2019-10-02,KT 2440,lcaRA-I1,pSeva231,500,43.82014465332031
1282,Huseyin2019-10-02.0135.fcs,2019-10-02,KT 2440,lcaRA-I1,pSeva231,1000,37.812278747558594
1283,Huseyin2019-10-02.0136.fcs,2019-10-02,KT 2440,lcaRA-I1,pSeva231,2000,26.472736358642578
1284,Huseyin2019-10-02.0137.fcs,2019-10-02,KT 2440,LitR-L1,pSeva231,0,112.69535064697266
1285,Huseyin2019-10-02.0138.fcs,2019-10-02,KT 2440,LitR-L1,pSeva231,5,84.96145629882812
1286,Huseyin2019-10-02.0139.fcs,2019-10-02,KT 2440,LitR-L1,pSeva231,10,84.42765808105469
1287,Huseyin2019-10-02.0140.fcs,2019-10-02,KT 2440,LitR-L1,pSeva231,20,69.88844299316406
1288,Huseyin2019-10-02.0141.fcs,2019-10-02,KT 2440,LitR-L1,pSeva231,30,66.64201354980469
1289,Huseyin2019-10-02.0142.fcs,2019-10-02,KT 2440,LitR-L1,pSeva231,40,85.58709716796875
1290,Huseyin2019-10-02.0143.fcs,2019-10-02,KT 2440,LitR-L1,pSeva231,70,56.32301330566406
1291,Huseyin2019-10-02.0144.fcs,2019-10-02,KT 2440,LitR-L1,pSeva231,100,69.23271179199219
1292,Huseyin2019-10-02.0145.fcs,2019-10-02,KT 2440,LitR-L1,pSeva231,200,63.543148040771484
1293,Huseyin2019-10-02.0146.fcs,2019-10-02,KT 2440,LitR-L1,pSeva231,500,41.69440841674805
1294,Huseyin2019-10-02.0147.fcs,2019-10-02,KT 2440,LitR-L1,pSeva231,1000,28.289052963256836
1295,Huseyin2019-10-02.0148.fcs,2019-10-02,KT 2440,LitR-L1,pSeva231,2000,21.979576110839844
1296,Huseyin2019-10-02.0149.fcs,2019-10-02,KT 2440,LmrA-N1,pSeva231,0,44.79148864746094
1297,Huseyin2019-10-02.0150.fcs,2019-10-02,KT 2440,LmrA-N1,pSeva231,5,43.0576171875
1298,Huseyin2019-10-02.0151.fcs,2019-10-02,KT 2440,LmrA-N1,pSeva231,10,41.35311508178711
1299,Huseyin2019-10-02.0152.fcs,2019-10-02,KT 2440,LmrA-N1,pSeva231,20,40.204795837402344
1300,Huseyin2019-10-02.0153.fcs,2019-10-02,KT 2440,LmrA-N1,pSeva231,30,38.87571334838867
1301,Huseyin2019-10-02.0154.fcs,2019-10-02,KT 2440,LmrA-N1,pSeva231,40,37.53042221069336
1302,Huseyin2019-10-02.0155.fcs,2019-10-02,KT 2440,LmrA-N1,pSeva231,70,35.8865852355957
1303,Huseyin2019-10-02.0156.fcs,2019-10-02,KT 2440,LmrA-N1,pSeva231,100,38.76892852783203
1304,Huseyin2019-10-02.0157.fcs,2019-10-02,KT 2440,LmrA-N1,pSeva231,200,34.12036895751953
1305,Huseyin2019-10-02.0158.fcs,2019-10-02,KT 2440,LmrA-N1,pSeva231,500,22.861427307128906
1306,Huseyin2019-10-02.0159.fcs,2019-10-02,KT 2440,LmrA-N1,pSeva231,1000,18.51114273071289
1307,Huseyin2019-10-02.0160.fcs,2019-10-02,KT 2440,LmrA-N1,pSeva231,2000,12.455289840698242
1308,Huseyin2019-10-02.0161.fcs,2019-10-02,KT 2440,PhIF-P1,pSeva231,0,22.538305282592773
1309,Huseyin2019-10-02.0162.fcs,2019-10-02,KT 2440,PhIF-P1,pSeva231,5,16.833534240722656
1310,Huseyin2019-10-02.0163.fcs,2019-10-02,KT 2440,PhIF-P1,pSeva231,10,23.490407943725586
1311,Huseyin2019-10-02.0164.fcs,2019-10-02,KT 2440,PhIF-P1,pSeva231,20,24.955337524414062
1312,Huseyin2019-10-02.0165.fcs,2019-10-02,KT 2440,PhIF-P1,pSeva231,30,25.009929656982422
1313,Huseyin2019-10-02.0166.fcs,2019-10-02,KT 2440,PhIF-P1,pSeva231,40,26.07740020751953
1314,Huseyin2019-10-02.0167.fcs,2019-10-02,KT 2440,PhIF-P1,pSeva231,70,25.310317993164062
1315,Huseyin2019-10-02.0168.fcs,2019-10-02,KT 2440,PhIF-P1,pSeva231,100,25.022499084472656
1316,Huseyin2019-10-02.0169.fcs,2019-10-02,KT 2440,PhIF-P1,pSeva231,200,20.434328079223633
1317,Huseyin2019-10-02.0170.fcs,2019-10-02,KT 2440,PhIF-P1,pSeva231,500,12.889998435974121
1318,Huseyin2019-10-02.0171.fcs,2019-10-02,KT 2440,PhIF-P1,pSeva231,1000,7.822770118713379
1319,Huseyin2019-10-02.0172.fcs,2019-10-02,KT 2440,PhIF-P1,pSeva231,2000,2.14935040473938
1320,Huseyin2019-10-02.0173.fcs,2019-10-02,KT 2440,PhIF-P2,pSeva231,0,238.8531951904297
1321,Huseyin2019-10-02.0174.fcs,2019-10-02,KT 2440,PhIF-P2,pSeva231,5,207.1072998046875
1322,Huseyin2019-10-02.0175.fcs,2019-10-02,KT 2440,PhIF-P2,pSeva231,10,202.743408203125
1323,Huseyin2019-10-02.0176.fcs,2019-10-02,KT 2440,PhIF-P2,pSeva231,20,202.50799560546875
1324,Huseyin2019-10-02.0177.fcs,2019-10-02,KT 2440,PhIF-P2,pSeva231,30,196.43353271484375
1325,Huseyin2019-10-02.0178.fcs,2019-10-02,KT 2440,PhIF-P2,pSeva231,40,199.5162353515625
1326,Huseyin2019-10-02.0179.fcs,2019-10-02,KT 2440,PhIF-P2,pSeva231,70,193.40576171875
1327,Huseyin2019-10-02.0180.fcs,2019-10-02,KT 2440,PhIF-P2,pSeva231,100,193.40737915039062
1328,Huseyin2019-10-02.0181.fcs,2019-10-02,KT 2440,PhIF-P2,pSeva231,200,207.5709228515625
1329,Huseyin2019-10-02.0182.fcs,2019-10-02,KT 2440,PhIF-P2,pSeva231,500,187.49276733398438
1330,Huseyin2019-10-02.0183.fcs,2019-10-02,KT 2440,PhIF-P2,pSeva231,1000,178.1708221435547
1331,Huseyin2019-10-02.0184.fcs,2019-10-02,KT 2440,PhIF-P2,pSeva231,2000,163.320068359375
1332,Huseyin2019-10-02.0185.fcs,2019-10-02,KT 2440,PhIF-P3,pSeva231,0,0.8724998831748962
1333,Huseyin2019-10-02.0186.fcs,2019-10-02,KT 2440,PhIF-P3,pSeva231,5,0.8319922089576721
1334,Huseyin2019-10-02.0187.fcs,2019-10-02,KT 2440,PhIF-P3,pSeva231,10,0.7994535565376282
1335,Huseyin2019-10-02.0188.fcs,2019-10-02,KT 2440,PhIF-P3,pSeva231,20,0.8124698400497437
1336,Huseyin2019-10-02.0189.fcs,2019-10-02,KT 2440,PhIF-P3,pSeva231,30,0.8208996057510376
1337,Huseyin2019-10-02.0190.fcs,2019-10-02,KT 2440,PhIF-P3,pSeva231,40,0.8402056694030762
1338,Huseyin2019-10-02.0191.fcs,2019-10-02,KT 2440,PhIF-P3,pSeva231,70,0.8081211447715759
1339,Huseyin2019-10-02.0192.fcs,2019-10-02,KT 2440,PhIF-P3,pSeva231,100,0.8448758125305176
1340,Huseyin2019-10-02.0193.fcs,2019-10-02,KT 2440,PhIF-P3,pSeva231,200,0.8262960910797119
1341,Huseyin2019-10-02.0194.fcs,2019-10-02,KT 2440,PhIF-P3,pSeva231,500,0.8450199365615845
1342,Huseyin2019-10-02.0195.fcs,2019-10-02,KT 2440,PhIF-P3,pSeva231,1000,0.8467645645141602
1343,Huseyin2019-10-02.0196.fcs,2019-10-02,KT 2440,PhIF-P3,pSeva231,2000,0.9341784715652466
1344,Huseyin2019-10-02.0201.fcs,2019-10-02,KT 2440,PsrA-R1,pSeva231,0,88.10926818847656
1345,Huseyin2019-10-02.0202.fcs,2019-10-02,KT 2440,PsrA-R1,pSeva231,5,85.15262603759766
1346,Huseyin2019-10-02.0203.fcs,2019-10-02,KT 2440,PsrA-R1,pSeva231,10,101.10381317138672
1347,Huseyin2019-10-02.0204.fcs,2019-10-02,KT 2440,PsrA-R1,pSeva231,20,127.75518035888672
1348,Huseyin2019-10-02.0205.fcs,2019-10-02,KT 2440,PsrA-R1,pSeva231,30,86.87522888183594
1349,Huseyin2019-10-02.0206.fcs,2019-10-02,KT 2440,PsrA-R1,pSeva231,40,104.83021545410156
1350,Huseyin2019-10-02.0207.fcs,2019-10-02,KT 2440,PsrA-R1,pSeva231,70,106.55701446533203
1351,Huseyin2019-10-02.0208.fcs,2019-10-02,KT 2440,PsrA-R1,pSeva231,100,99.5489501953125
1352,Huseyin2019-10-02.0209.fcs,2019-10-02,KT 2440,PsrA-R1,pSeva231,200,69.36304473876953
1353,Huseyin2019-10-02.0210.fcs,2019-10-02,KT 2440,PsrA-R1,pSeva231,500,76.30128479003906
1354,Huseyin2019-10-02.0211.fcs,2019-10-02,KT 2440,PsrA-R1,pSeva231,1000,68.39695739746094
1355,Huseyin2019-10-02.0212.fcs,2019-10-02,KT 2440,PsrA-R1,pSeva231,2000,62.88383865356445
1356,Huseyin2019-10-02.0213.fcs,2019-10-02,KT 2440,QacR-Q1,pSeva231,0,58.61368179321289
1357,Huseyin2019-10-02.0214.fcs,2019-10-02,KT 2440,QacR-Q1,pSeva231,5,56.96311950683594
1358,Huseyin2019-10-02.0215.fcs,2019-10-02,KT 2440,QacR-Q1,pSeva231,10,52.49910354614258
1359,Huseyin2019-10-02.0216.fcs,2019-10-02,KT 2440,QacR-Q1,pSeva231,20,53.56828689575195
1360,Huseyin2019-10-02.0217.fcs,2019-10-02,KT 2440,QacR-Q1,pSeva231,30,53.101173400878906
1361,Huseyin2019-10-02.0218.fcs,2019-10-02,KT 2440,QacR-Q1,pSeva231,40,53.42804718017578
1362,Huseyin2019-10-02.0219.fcs,2019-10-02,KT 2440,QacR-Q1,pSeva231,70,49.14361572265625
1363,Huseyin2019-10-02.0220.fcs,2019-10-02,KT 2440,QacR-Q1,pSeva231,100,49.590248107910156
1364,Huseyin2019-10-02.0221.fcs,2019-10-02,KT 2440,QacR-Q1,pSeva231,200,45.343238830566406
1365,Huseyin2019-10-02.0222.fcs,2019-10-02,KT 2440,QacR-Q1,pSeva231,500,37.06293487548828
1366,Huseyin2019-10-02.0223.fcs,2019-10-02,KT 2440,QacR-Q1,pSeva231,1000,32.0462760925293
1367,Huseyin2019-10-02.0224.fcs,2019-10-02,KT 2440,QacR-Q1,pSeva231,2000,21.288366317749023
1368,Huseyin2019-10-02.0225.fcs,2019-10-02,KT 2440,QacR-Q2,pSeva231,0,77.86474609375
1369,Huseyin2019-10-02.0226.fcs,2019-10-02,KT 2440,QacR-Q2,pSeva231,5,73.49220275878906
1370,Huseyin2019-10-02.0227.fcs,2019-10-02,KT 2440,QacR-Q2,pSeva231,10,70.81627655029297
1371,Huseyin2019-10-02.0228.fcs,2019-10-02,KT 2440,QacR-Q2,pSeva231,20,70.34800720214844
1372,Huseyin2019-10-02.0229.fcs,2019-10-02,KT 2440,QacR-Q2,pSeva231,30,67.83023834228516
1373,Huseyin2019-10-02.0230.fcs,2019-10-02,KT 2440,QacR-Q2,pSeva231,40,66.65473175048828
1374,Huseyin2019-10-02.0231.fcs,2019-10-02,KT 2440,QacR-Q2,pSeva231,70,63.85868835449219
1375,Huseyin2019-10-02.0232.fcs,2019-10-02,KT 2440,QacR-Q2,pSeva231,100,63.427650451660156
1376,Huseyin2019-10-02.0233.fcs,2019-10-02,KT 2440,QacR-Q2,pSeva231,200,57.1688232421875
1377,Huseyin2019-10-02.0234.fcs,2019-10-02,KT 2440,QacR-Q2,pSeva231,500,49.944915771484375
1378,Huseyin2019-10-02.0235.fcs,2019-10-02,KT 2440,QacR-Q2,pSeva231,1000,46.946128845214844
1379,Huseyin2019-10-02.0236.fcs,2019-10-02,KT 2440,QacR-Q2,pSeva231,2000,41.30511474609375
1380,Huseyin2019-10-02.0237.fcs,2019-10-02,KT 2440,SrpR-S1,pSeva231,0,7.80504035949707
1381,Huseyin2019-10-02.0238.fcs,2019-10-02,KT 2440,SrpR-S1,pSeva231,5,8.332236289978027
1382,Huseyin2019-10-02.0239.fcs,2019-10-02,KT 2440,SrpR-S1,pSeva231,10,7.896563529968262
1383,Huseyin2019-10-02.0240.fcs,2019-10-02,KT 2440,SrpR-S1,pSeva231,20,7.795227527618408
1384,Huseyin2019-10-02.0241.fcs,2019-10-02,KT 2440,SrpR-S1,pSeva231,30,8.310002326965332
1385,Huseyin2019-10-02.0242.fcs,2019-10-02,KT 2440,SrpR-S1,pSeva231,40,6.945828437805176
1386,Huseyin2019-10-02.0243.fcs,2019-10-02,KT 2440,SrpR-S1,pSeva231,70,7.609809875488281
1387,Huseyin2019-10-02.0244.fcs,2019-10-02,KT 2440,SrpR-S1,pSeva231,100,7.112616539001465
1388,Huseyin2019-10-02.0245.fcs,2019-10-02,KT 2440,SrpR-S1,pSeva231,200,6.180873870849609
1389,Huseyin2019-10-02.0246.fcs,2019-10-02,KT 2440,SrpR-S1,pSeva231,500,4.400087356567383
1390,Huseyin2019-10-02.0247.fcs,2019-10-02,KT 2440,SrpR-S1,pSeva231,1000,3.0761141777038574
1391,Huseyin2019-10-02.0248.fcs,2019-10-02,KT 2440,SrpR-S1,pSeva231,2000,1.7676033973693848
1392,Huseyin2019-10-02.0249.fcs,2019-10-02,KT 2440,SrpR-S2,pSeva231,0,25.04185676574707
1393,Huseyin2019-10-02.0250.fcs,2019-10-02,KT 2440,SrpR-S2,pSeva231,5,23.20501136779785
1394,Huseyin2019-10-02.0251.fcs,2019-10-02,KT 2440,SrpR-S2,pSeva231,10,21.839027404785156
1395,Huseyin2019-10-02.0252.fcs,2019-10-02,KT 2440,SrpR-S2,pSeva231,20,19.806076049804688
1396,Huseyin2019-10-02.0253.fcs,2019-10-02,KT 2440,SrpR-S2,pSeva231,30,18.862287521362305
1397,Huseyin2019-10-02.0254.fcs,2019-10-02,KT 2440,SrpR-S2,pSeva231,40,18.279521942138672
1398,Huseyin2019-10-02.0255.fcs,2019-10-02,KT 2440,SrpR-S2,pSeva231,70,17.285497665405273
1399,Huseyin2019-10-02.0256.fcs,2019-10-02,KT 2440,SrpR-S2,pSeva231,100,15.380240440368652
1400,Huseyin2019-10-02.0257.fcs,2019-10-02,KT 2440,SrpR-S2,pSeva231,200,13.81087589263916
1401,Huseyin2019-10-02.0258.fcs,2019-10-02,KT 2440,SrpR-S2,pSeva231,500,8.402024269104004
1402,Huseyin2019-10-02.0259.fcs,2019-10-02,KT 2440,SrpR-S2,pSeva231,1000,6.061133861541748
1403,Huseyin2019-10-02.0260.fcs,2019-10-02,KT 2440,SrpR-S2,pSeva231,2000,3.8242340087890625
1404,Huseyin2019-10-02.0261.fcs,2019-10-02,KT 2440,SrpR-S3,pSeva231,0,12.764184951782227
1405,Huseyin2019-10-02.0262.fcs,2019-10-02,KT 2440,SrpR-S3,pSeva231,5,11.961563110351562
1406,Huseyin2019-10-02.0263.fcs,2019-10-02,KT 2440,SrpR-S3,pSeva231,10,11.120928764343262
1407,Huseyin2019-10-02.0264.fcs,2019-10-02,KT 2440,SrpR-S3,pSeva231,20,10.266996383666992
1408,Huseyin2019-10-02.0265.fcs,2019-10-02,KT 2440,SrpR-S3,pSeva231,30,10.346023559570312
1409,Huseyin2019-10-02.0266.fcs,2019-10-02,KT 2440,SrpR-S3,pSeva231,40,9.14968490600586
1410,Huseyin2019-10-02.0267.fcs,2019-10-02,KT 2440,SrpR-S3,pSeva231,70,8.586540222167969
1411,Huseyin2019-10-02.0268.fcs,2019-10-02,KT 2440,SrpR-S3,pSeva231,100,7.829385757446289
1412,Huseyin2019-10-02.0269.fcs,2019-10-02,KT 2440,SrpR-S3,pSeva231,200,6.7798590660095215
1413,Huseyin2019-10-02.0270.fcs,2019-10-02,KT 2440,SrpR-S3,pSeva231,500,4.748232364654541
1414,Huseyin2019-10-02.0271.fcs,2019-10-02,KT 2440,SrpR-S3,pSeva231,1000,3.206622362136841
1415,Huseyin2019-10-02.0272.fcs,2019-10-02,KT 2440,SrpR-S3,pSeva231,2000,1.844513177871704
1416,Huseyin2019-10-02.0273.fcs,2019-10-02,KT 2440,SrpR-S4,pSeva231,0,14.149311065673828
1417,Huseyin2019-10-02.0274.fcs,2019-10-02,KT 2440,SrpR-S4,pSeva231,5,13.453500747680664
1418,Huseyin2019-10-02.0275.fcs,2019-10-02,KT 2440,SrpR-S4,pSeva231,10,12.707746505737305
1419,Huseyin2019-10-02.0276.fcs,2019-10-02,KT 2440,SrpR-S4,pSeva231,20,12.136734008789062
1420,Huseyin2019-10-02.0277.fcs,2019-10-02,KT 2440,SrpR-S4,pSeva231,30,11.463552474975586
1421,Huseyin2019-10-02.0278.fcs,2019-10-02,KT 2440,SrpR-S4,pSeva231,40,11.17741584777832
1422,Huseyin2019-10-02.0279.fcs,2019-10-02,KT 2440,SrpR-S4,pSeva231,70,10.669727325439453
1423,Huseyin2019-10-02.0280.fcs,2019-10-02,KT 2440,SrpR-S4,pSeva231,100,9.729482650756836
1424,Huseyin2019-10-02.0281.fcs,2019-10-02,KT 2440,SrpR-S4,pSeva231,200,8.455880165100098
1425,Huseyin2019-10-02.0282.fcs,2019-10-02,KT 2440,SrpR-S4,pSeva231,500,6.330510139465332
1426,Huseyin2019-10-02.0283.fcs,2019-10-02,KT 2440,SrpR-S4,pSeva231,1000,5.345211505889893
1427,Huseyin2019-10-02.0284.fcs,2019-10-02,KT 2440,SrpR-S4,pSeva231,2000,3.444155693054199
1428,Huseyin2019-10-02.0285.fcs,2019-10-02,KT 2440,EmptyRow,EmptyRow,0,0.561953604221344
1429,Huseyin2019-10-02.0286.fcs,2019-10-02,KT 2440,EmptyRow,EmptyRow,5,0.5655441284179688
1430,Huseyin2019-10-02.0287.fcs,2019-10-02,KT 2440,EmptyRow,EmptyRow,10,0.5659703016281128
1431,Huseyin2019-10-02.0288.fcs,2019-10-02,KT 2440,EmptyRow,EmptyRow,20,0.5730955004692078
1432,Huseyin2019-10-02.0289.fcs,2019-10-02,KT 2440,EmptyRow,EmptyRow,30,0.5588695406913757
1433,Huseyin2019-10-02.0290.fcs,2019-10-02,KT 2440,EmptyRow,EmptyRow,40,0.5571044087409973
1434,Huseyin2019-10-02.0291.fcs,2019-10-02,KT 2440,EmptyRow,EmptyRow,70,0.5568567514419556
1435,Huseyin2019-10-02.0292.fcs,2019-10-02,KT 2440,EmptyRow,EmptyRow,100,0.557670533657074
1436,Huseyin2019-10-02.0293.fcs,2019-10-02,KT 2440,EmptyRow,EmptyRow,200,0.5545945763587952
1437,Huseyin2019-10-02.0294.fcs,2019-10-02,KT 2440,EmptyRow,EmptyRow,500,0.5527668595314026
1438,Huseyin2019-10-02.0295.fcs,2019-10-02,KT 2440,EmptyRow,EmptyRow,1000,0.5522761940956116
1439,Huseyin2019-10-02.0296.fcs,2019-10-02,KT 2440,EmptyRow,EmptyRow,2000,0.5456424355506897
1440,Huseyin2019-10-03.0001.fcs,2019-10-03,CC118λPir,1201,pSeva231,0,0.6896258592605591
1441,Huseyin2019-10-03.0002.fcs,2019-10-03,CC118λPir,1201,pSeva231,5,0.7005650401115417
1442,Huseyin2019-10-03.0003.fcs,2019-10-03,CC118λPir,1201,pSeva231,10,0.6852320432662964
1443,Huseyin2019-10-03.0004.fcs,2019-10-03,CC118λPir,1201,pSeva231,20,0.654297947883606
1444,Huseyin2019-10-03.0005.fcs,2019-10-03,CC118λPir,1201,pSeva231,30,0.6604307889938354
1445,Huseyin2019-10-03.0006.fcs,2019-10-03,CC118λPir,1201,pSeva231,40,0.6480705738067627
1446,Huseyin2019-10-03.0007.fcs,2019-10-03,CC118λPir,1201,pSeva231,70,0.6533977389335632
1447,Huseyin2019-10-03.0008.fcs,2019-10-03,CC118λPir,1201,pSeva231,100,0.6539433002471924
1448,Huseyin2019-10-03.0009.fcs,2019-10-03,CC118λPir,1201,pSeva231,200,0.6474639177322388
1449,Huseyin2019-10-03.0010.fcs,2019-10-03,CC118λPir,1201,pSeva231,500,0.6523092985153198
1450,Huseyin2019-10-03.0011.fcs,2019-10-03,CC118λPir,1201,pSeva231,1000,0.6489770412445068
1451,Huseyin2019-10-03.0012.fcs,2019-10-03,CC118λPir,1201,pSeva231,2000,0.6687312126159668
1452,Huseyin2019-10-03.0013.fcs,2019-10-03,CC118λPir,1717,pSeva231,0,1.1454944610595703
1453,Huseyin2019-10-03.0014.fcs,2019-10-03,CC118λPir,1717,pSeva231,5,0.9262466430664062
1454,Huseyin2019-10-03.0015.fcs,2019-10-03,CC118λPir,1717,pSeva231,10,0.8541287779808044
1455,Huseyin2019-10-03.0016.fcs,2019-10-03,CC118λPir,1717,pSeva231,20,0.8200040459632874
1456,Huseyin2019-10-03.0017.fcs,2019-10-03,CC118λPir,1717,pSeva231,30,0.868295431137085
1457,Huseyin2019-10-03.0018.fcs,2019-10-03,CC118λPir,1717,pSeva231,40,0.9814923405647278
1458,Huseyin2019-10-03.0019.fcs,2019-10-03,CC118λPir,1717,pSeva231,70,0.796663761138916
1459,Huseyin2019-10-03.0020.fcs,2019-10-03,CC118λPir,1717,pSeva231,100,0.7797282934188843
1460,Huseyin2019-10-03.0021.fcs,2019-10-03,CC118λPir,1717,pSeva231,200,0.9276711940765381
1461,Huseyin2019-10-03.0022.fcs,2019-10-03,CC118λPir,1717,pSeva231,500,0.8892761468887329
1462,Huseyin2019-10-03.0023.fcs,2019-10-03,CC118λPir,1717,pSeva231,1000,0.8144442439079285
1463,Huseyin2019-10-03.0024.fcs,2019-10-03,CC118λPir,1717,pSeva231,2000,1.0805696249008179
1464,Huseyin2019-10-03.0025.fcs,2019-10-03,CC118λPir,1818,pSeva231,0,0.685651957988739
1465,Huseyin2019-10-03.0026.fcs,2019-10-03,CC118λPir,1818,pSeva231,5,0.6522580981254578
1466,Huseyin2019-10-03.0027.fcs,2019-10-03,CC118λPir,1818,pSeva231,10,0.6605414748191833
1467,Huseyin2019-10-03.0028.fcs,2019-10-03,CC118λPir,1818,pSeva231,20,0.6764217019081116
1468,Huseyin2019-10-03.0029.fcs,2019-10-03,CC118λPir,1818,pSeva231,30,0.7801551818847656
1469,Huseyin2019-10-03.0030.fcs,2019-10-03,CC118λPir,1818,pSeva231,40,0.8469712734222412
1470,Huseyin2019-10-03.0031.fcs,2019-10-03,CC118λPir,1818,pSeva231,70,0.9505122900009155
1471,Huseyin2019-10-03.0032.fcs,2019-10-03,CC118λPir,1818,pSeva231,100,1.1959811449050903
1472,Huseyin2019-10-03.0033.fcs,2019-10-03,CC118λPir,1818,pSeva231,200,1.3342281579971313
1473,Huseyin2019-10-03.0034.fcs,2019-10-03,CC118λPir,1818,pSeva231,500,1.5266798734664917
1474,Huseyin2019-10-03.0035.fcs,2019-10-03,CC118λPir,1818,pSeva231,1000,1.6943129301071167
1475,Huseyin2019-10-03.0036.fcs,2019-10-03,CC118λPir,1818,pSeva231,2000,2.3069965839385986
1476,Huseyin2019-10-03.0037.fcs,2019-10-03,CC118λPir,AmeR-F1,pSeva231,0,5.2855682373046875
1477,Huseyin2019-10-03.0038.fcs,2019-10-03,CC118λPir,AmeR-F1,pSeva231,5,3.8325765132904053
1478,Huseyin2019-10-03.0039.fcs,2019-10-03,CC118λPir,AmeR-F1,pSeva231,10,2.6184709072113037
1479,Huseyin2019-10-03.0040.fcs,2019-10-03,CC118λPir,AmeR-F1,pSeva231,20,1.8035746812820435
1480,Huseyin2019-10-03.0041.fcs,2019-10-03,CC118λPir,AmeR-F1,pSeva231,30,1.4802141189575195
1481,Huseyin2019-10-03.0042.fcs,2019-10-03,CC118λPir,AmeR-F1,pSeva231,40,1.1230453252792358
1482,Huseyin2019-10-03.0043.fcs,2019-10-03,CC118λPir,AmeR-F1,pSeva231,70,0.9982413649559021
1483,Huseyin2019-10-03.0044.fcs,2019-10-03,CC118λPir,AmeR-F1,pSeva231,100,0.9644874334335327
1484,Huseyin2019-10-03.0045.fcs,2019-10-03,CC118λPir,AmeR-F1,pSeva231,200,0.8381516933441162
1485,Huseyin2019-10-03.0046.fcs,2019-10-03,CC118λPir,AmeR-F1,pSeva231,500,0.8168955445289612
1486,Huseyin2019-10-03.0047.fcs,2019-10-03,CC118λPir,AmeR-F1,pSeva231,1000,0.894808828830719
1487,Huseyin2019-10-03.0048.fcs,2019-10-03,CC118λPir,AmeR-F1,pSeva231,2000,0.9488221406936646
1488,Huseyin2019-10-03.0049.fcs,2019-10-03,CC118λPir,AmtR-A1,pSeva231,0,2.9539637565612793
